Location,Year,Children 0-18,Adults 19-25,Adults 26-34,Adults 35-54,Adults 55-64,65,Total,Footnotes
United States,2022,0.231,0.087,0.123,0.257,0.129,0.174,1.000,1
Alabama,2022,0.233,0.088,0.117,0.249,0.132,0.181,1.000,
Alaska,2022,0.255,0.088,0.134,0.253,0.130,0.139,1.000,
Arizona,2022,0.230,0.095,0.123,0.243,0.120,0.190,1.000,
Arkansas,2022,0.243,0.092,0.111,0.249,0.127,0.177,1.000,
California,2022,0.231,0.089,0.134,0.266,0.122,0.159,1.000,
Colorado,2022,0.221,0.090,0.142,0.270,0.120,0.158,1.000,
Connecticut,2022,0.216,0.083,0.115,0.258,0.145,0.184,1.000,
Delaware,2022,0.217,0.074,0.118,0.237,0.143,0.211,1.000,
District of Columbia,2022,0.198,0.089,0.198,0.284,0.096,0.134,1.000,
Florida,2022,0.204,0.080,0.113,0.251,0.137,0.216,1.000,
Georgia,2022,0.246,0.092,0.121,0.265,0.125,0.151,1.000,
Hawaii,2022,0.219,0.072,0.111,0.258,0.128,0.212,1.000,
Idaho,2022,0.257,0.090,0.116,0.249,0.118,0.171,1.000,
Illinois,2022,0.229,0.088,0.123,0.260,0.129,0.171,1.000,
Indiana,2022,0.243,0.092,0.119,0.249,0.128,0.168,1.000,
Iowa,2022,0.240,0.089,0.116,0.244,0.129,0.182,1.000,
Kansas,2022,0.252,0.094,0.114,0.244,0.124,0.173,1.000,
Kentucky,2022,0.236,0.088,0.117,0.251,0.133,0.175,1.000,
Louisiana,2022,0.247,0.087,0.117,0.250,0.129,0.170,1.000,
Maine,2022,0.186,0.069,0.113,0.251,0.156,0.225,1.000,
Maryland,2022,0.233,0.080,0.118,0.264,0.136,0.169,1.000,
Massachusetts,2022,0.205,0.086,0.128,0.259,0.140,0.181,1.000,
Michigan,2022,0.221,0.091,0.118,0.245,0.138,0.187,1.000,
Minnesota,2022,0.236,0.086,0.121,0.254,0.132,0.171,1.000,
Mississippi,2022,0.248,0.091,0.108,0.252,0.126,0.176,1.000,
Missouri,2022,0.234,0.088,0.119,0.248,0.132,0.180,1.000,
Montana,2022,0.223,0.087,0.116,0.242,0.131,0.201,1.000,
Nebraska,2022,0.255,0.090,0.115,0.249,0.121,0.169,1.000,
Nevada,2022,0.229,0.083,0.128,0.266,0.124,0.171,1.000,
New Hampshire,2022,0.191,0.076,0.122,0.251,0.160,0.201,1.000,
New Jersey,2022,0.228,0.081,0.116,0.265,0.137,0.173,1.000,
New Mexico,2022,0.229,0.092,0.114,0.246,0.125,0.194,1.000,
New York,2022,0.213,0.085,0.128,0.256,0.136,0.181,1.000,
North Carolina,2022,0.230,0.086,0.119,0.258,0.131,0.176,1.000,
North Dakota,2022,0.242,0.099,0.131,0.241,0.120,0.167,1.000,
Ohio,2022,0.231,0.085,0.119,0.248,0.134,0.183,1.000,
Oklahoma,2022,0.254,0.090,0.121,0.250,0.120,0.166,1.000,
Oregon,2022,0.208,0.083,0.128,0.267,0.123,0.193,1.000,
Pennsylvania,2022,0.216,0.080,0.119,0.249,0.140,0.196,1.000,
Rhode Island,2022,0.200,0.085,0.129,0.251,0.145,0.190,1.000,
South Carolina,2022,0.226,0.084,0.112,0.250,0.135,0.193,1.000,
South Dakota,2022,0.256,0.080,0.115,0.236,0.132,0.181,1.000,
Tennessee,2022,0.230,0.088,0.123,0.255,0.132,0.173,1.000,
Texas,2022,0.264,0.095,0.129,0.265,0.111,0.135,1.000,
Utah,2022,0.292,0.114,0.131,0.250,0.093,0.120,1.000,
Vermont,2022,0.193,0.077,0.115,0.249,0.150,0.217,1.000,
Virginia,2022,0.232,0.086,0.118,0.261,0.132,0.172,1.000,
Washington,2022,0.223,0.084,0.136,0.267,0.122,0.169,1.000,
West Virginia,2022,0.212,0.083,0.104,0.249,0.139,0.214,1.000,
Wisconsin,2022,0.224,0.087,0.115,0.247,0.141,0.187,1.000,
Wyoming,2022,0.241,0.076,0.114,0.254,0.129,0.187,1.000,
Puerto Rico,2022,0.175,0.093,0.111,0.250,0.137,0.234,1.000,
