Location,Year,Children 0-18,Adults 19-25,Adults 26-34,Adults 35-54,Adults 55-64,65,Total,Footnotes
United States,2008,0.260,0.092,0.118,0.291,0.113,0.126,1.000,1
Alabama,2008,0.258,0.095,0.113,0.282,0.118,0.135,1.000,
Alaska,2008,0.282,0.113,0.122,0.289,0.120,0.074,1.000,
Arizona,2008,0.279,0.090,0.126,0.266,0.105,0.134,1.000,
Arkansas,2008,0.263,0.090,0.114,0.276,0.117,0.141,1.000,
California,2008,0.272,0.101,0.126,0.288,0.102,0.112,1.000,
Colorado,2008,0.259,0.093,0.132,0.300,0.113,0.103,1.000,
Connecticut,2008,0.249,0.082,0.102,0.314,0.119,0.134,1.000,
Delaware,2008,0.257,0.090,0.109,0.288,0.121,0.136,1.000,
District of Columbia,2008,0.209,0.111,0.161,0.285,0.115,0.118,1.000,
Florida,2008,0.233,0.085,0.108,0.281,0.119,0.174,1.000,
Georgia,2008,0.281,0.091,0.124,0.298,0.106,0.101,1.000,
Hawaii,2008,0.241,0.096,0.109,0.283,0.120,0.152,1.000,
Idaho,2008,0.289,0.096,0.121,0.267,0.112,0.115,1.000,
Illinois,2008,0.264,0.095,0.123,0.291,0.108,0.120,1.000,
Indiana,2008,0.264,0.086,0.120,0.291,0.114,0.125,1.000,
Iowa,2008,0.251,0.097,0.108,0.285,0.118,0.142,1.000,
Kansas,2008,0.265,0.097,0.117,0.280,0.112,0.128,1.000,
Kentucky,2008,0.251,0.084,0.119,0.297,0.120,0.129,1.000,
Louisiana,2008,0.269,0.101,0.115,0.280,0.116,0.120,1.000,
Maine,2008,0.223,0.075,0.100,0.317,0.136,0.151,1.000,
Maryland,2008,0.254,0.091,0.113,0.305,0.116,0.121,1.000,
Massachusetts,2008,0.238,0.091,0.116,0.309,0.118,0.129,1.000,
Michigan,2008,0.257,0.090,0.111,0.296,0.119,0.128,1.000,
Minnesota,2008,0.255,0.093,0.118,0.301,0.114,0.119,1.000,
Mississippi,2008,0.281,0.095,0.112,0.277,0.112,0.123,1.000,
Missouri,2008,0.255,0.093,0.117,0.287,0.117,0.133,1.000,
Montana,2008,0.256,0.095,0.106,0.279,0.127,0.137,1.000,
Nebraska,2008,0.272,0.092,0.118,0.278,0.111,0.128,1.000,
Nevada,2008,0.270,0.085,0.128,0.288,0.113,0.115,1.000,
New Hampshire,2008,0.237,0.080,0.106,0.324,0.129,0.124,1.000,
New Jersey,2008,0.252,0.085,0.110,0.311,0.113,0.129,1.000,
New Mexico,2008,0.271,0.097,0.116,0.270,0.115,0.132,1.000,
New York,2008,0.243,0.095,0.116,0.299,0.116,0.131,1.000,
North Carolina,2008,0.261,0.085,0.119,0.295,0.117,0.123,1.000,
North Dakota,2008,0.235,0.120,0.115,0.265,0.128,0.137,1.000,
Ohio,2008,0.254,0.087,0.114,0.292,0.119,0.134,1.000,
Oklahoma,2008,0.268,0.095,0.120,0.270,0.115,0.133,1.000,
Oregon,2008,0.243,0.090,0.124,0.285,0.126,0.132,1.000,
Pennsylvania,2008,0.238,0.086,0.105,0.299,0.123,0.149,1.000,
Rhode Island,2008,0.231,0.098,0.107,0.307,0.119,0.139,1.000,
South Carolina,2008,0.256,0.089,0.111,0.286,0.125,0.133,1.000,
South Dakota,2008,0.271,0.085,0.106,0.282,0.115,0.141,1.000,
Tennessee,2008,0.251,0.086,0.119,0.294,0.121,0.129,1.000,
Texas,2008,0.296,0.097,0.128,0.281,0.099,0.100,1.000,
Utah,2008,0.329,0.123,0.141,0.235,0.083,0.089,1.000,
Vermont,2008,0.222,0.084,0.102,0.319,0.135,0.139,1.000,
Virginia,2008,0.255,0.089,0.114,0.302,0.118,0.122,1.000,
Washington,2008,0.252,0.087,0.123,0.298,0.121,0.119,1.000,
West Virginia,2008,0.222,0.084,0.112,0.291,0.138,0.153,1.000,
Wisconsin,2008,0.248,0.092,0.113,0.299,0.118,0.130,1.000,
Wyoming,2008,0.262,0.094,0.116,0.284,0.122,0.123,1.000,
Puerto Rico,2008,0.264,0.101,0.122,0.263,0.114,0.136,1.000,
